Name,Position X,Position Y,Position Z,Color RGBA
Global Light,0.0,0.0,0.0,71,108,111,98
Swamp Of Sorrows,9944.0,13685.333333333334,0.0,83,119,97,109
Deadwind Pass,8970.666666666666,13754.666666666666,32.0,68,101,97,100
Blasted Lands,10032.0,14133.333333333334,0.0,66,108,97,115
Swamp Of Sorrows 2,10120.0,13429.333333333334,0.0,83,119,97,109
Deadwind Karazan,8997.333333333334,14005.333333333334,0.0,68,101,97,100
StrangleThorn,8533.333333333334,15200.0,0.0,83,116,114,97
Ashenvale,8480.069444444445,6967.291666666667,0.0,65,115,104,101
Barrens-ighlands,9773.583333333334,8692.333333333334,0.0,66,97,114,114
Desolace,7542.569444444444,9183.194444444445,0.0,68,101,115,111
Tanaris Desert,10738.583333333334,12826.638888888889,0.0,84,97,110,97
Moonglade,10078.069444444445,4687.472222222223,138.5,77,111,111,110
Darkshore,8053.930555555556,5944.569444444444,0.0,68,97,114,107
Duskwallow-ds Demon,10440.0,10346.666666666666,-80.0,68,117,115,107
Darkshore2,8725.333333333334,4586.666666666667,0.0,68,97,114,107
Kalidar,7885.333333333333,3394.6666666666665,261.3333333333333,75,97,108,105
Mullgore,8714.666666666666,9141.333333333334,0.0,77,117,108,108
MullgoreSouth,8842.666666666666,9898.666666666666,21.333333333333332,77,117,108,108
DurotarSouth,11313.861111111111,8799.666666666666,0.0,68,117,114,111
DurotarNorth,10946.666666666666,7933.333333333333,0.0,68,117,114,111
BarrensSouth01,10376.361111111111,9289.722222222223,0.0,66,97,114,114
BarrensSouth02,9651.930555555555,9566.708333333334,0.0,66,97,114,114
BarrensSouth03,9438.875,10248.527777777777,0.0,66,97,114,114
Ashenvale02-03,9119.263888888889,7308.194444444444,0.0,65,115,104,101
Ashenvale03,9801.083333333334,7308.194444444444,0.0,65,115,104,101
Ashenvale04,10312.444444444445,6796.833333333333,0.0,65,115,104,101
ThousandNeedles01,9097.958333333334,10845.111111111111,0.0,84,104,111,117
ThousandNeedles02,9330.833333333334,11035.375,0.0,84,104,111,117
ThousandNeedles03,10078.069444444445,11313.861111111111,0.0,84,104,111,117
Felwood-1-sWest05,9097.958333333334,6434.625,74.56944444444444,70,101,108,119
Felwood02,8970.125,6051.097222222223,117.18055555555556,70,101,108,119
Felwood03-ast,9133.569444444445,5582.361111111111,91.45833333333333,70,101,108,119
Felwood04-eppes5,9460.180555555555,5241.444444444444,224.91666666666666,70,101,108,119
Feralas01-orldTree,8480.069444444445,10887.722222222223,0.0,70,101,114,97
AshenvaleHellScream,10127.180555555555,7649.111111111111,10.652777777777779,65,115,104,101
ThousandNeedles04,8970.125,11100.791666666666,0.0,84,104,111,117
KalidarDarnassus,7301.694444444444,3550.527777777778,585.9305555555555,75,97,108,105
MullgoreBurrow,9119.069444444445,10056.763888888889,0.0,77,117,108,108
FelwoodSmall,9097.958333333334,6754.222222222223,117.18055555555556,70,101,108,119
BarrensOilRig,10099.375,8011.319444444444,0.0,66,97,114,114
Feralas02,7969.097222222223,11100.791666666666,0.0,70,101,114,97
BarrensDreadMistPeak,9630.625,8374.027777777777,108.18055555555556,66,97,114,114
StonetalonBarrens,8821.972222222223,8569.791666666666,0.0,83,116,111,110
